"sexo","idade","uf","situacao_funcional","tipo_contrato","pmt_valor","margem_saldo","conceder"
MASCULINO,39,CE,ATIVO PERMANENTE,ESTAVEL,10531.32,-9291.52,1
FEMININO,38,RS,CELETISTA EMPREGADO,ESTAVEL,1028.22,2784.90,0
FEMININO,38,RS,CELETISTA EMPREGADO,ESTAVEL,1952.39,4207.23,0
FEMININO,67,SP,ATIVO PERMANENTE,ESTAVEL,211.02,6330.88,0
MASCULINO,66,SP,APOSENTADO,ESTAVEL,5167.61,-5217.52,1
FEMININO,79,RJ,APOSENTADO,ESTAVEL,319.82,3477.72,0
FEMININO,79,RJ,APOSENTADO,ESTAVEL,1510.31,4712.32,0
FEMININO,71,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,2016.30,-1773.52,1
FEMININO,65,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,2233.20,3612.90,0
FEMININO,85,MG,APOSENTADO,ESTAVEL,2811.34,1941.24,1
FEMININO,85,MG,APOSENTADO,ESTAVEL,2811.34,9553.48,1
FEMININO,41,BA,BENEFICIARIO PENSAO,NAO ESTAVEL,636.00,3162.48,0
FEMININO,39,RS,ATIVO PERMANENTE,ESTAVEL,723.43,1702.67,0
FEMININO,39,RS,ATIVO PERMANENTE,ESTAVEL,723.43,1798.09,0
MASCULINO,37,DF,CELETISTA EMPREGADO,ESTAVEL,3470.43,835.26,1
FEMININO,36,DF,ATIVO PERMANENTE,ESTAVEL,4375.64,0.55,1
FEMININO,36,DF,ATIVO PERMANENTE,ESTAVEL,3359.80,260.60,1
FEMININO,36,DF,NOMEADO CARGO COMIS,ESTAVEL,4319.04,3384.30,1
MASCULINO,94,PE,APOSENTADO,ESTAVEL,138.68,16052.36,1
FEMININO,84,PA,APOSENTADO,ESTAVEL,114.75,2127.84,0
FEMININO,84,PA,APOSENTADO,ESTAVEL,98.25,2144.34,0
FEMININO,30,RR,ATIVO PERMANENTE,ESTAVEL,8995.14,-6820.88,1
MASCULINO,38,GO,ATIVO PERMANENTE,ESTAVEL,6758.26,-1081.02,1
FEMININO,83,MA,APOSENTADO,ESTAVEL,10737.86,9606.10,1
MASCULINO,38,RS,ATIVO PERMANENTE,ESTAVEL,45.42,2794.89,0
FEMININO,30,RO,ATIVO PERMANENTE,ESTAVEL,245.44,7363.26,0
FEMININO,65,RJ,ATIVO PERMANENTE,ESTAVEL,548.36,2610.82,0
MASCULINO,37,GO,EXERC DESCENT CARREI,ESTAVEL,4985.66,3734.38,1
MASCULINO,76,SP,APOSENTADO,ESTAVEL,6570.16,8382.30,1
MASCULINO,76,SP,APOSENTADO,ESTAVEL,3128.78,7193.04,0
FEMININO,53,RJ,ATIVO PERMANENTE,ESTAVEL,531.48,2527.38,0
FEMININO,74,BA,APOSENTADO,ESTAVEL,1580.78,-1748.34,1
FEMININO,59,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,1025.74,-275.50,1
MASCULINO,88,MG,APOSENTADO,ESTAVEL,2193.19,8977.60,1
MASCULINO,88,MG,APOSENTADO,ESTAVEL,2335.52,40132.38,1
MASCULINO,51,RJ,ATIVO PERMANENTE,ESTAVEL,5588.23,2155.42,1
MASCULINO,51,RJ,ATIVO PERMANENTE,ESTAVEL,654.14,3421.08,0
FEMININO,51,RJ,ATIVO PERMANENTE,ESTAVEL,3505.92,10320.09,0
FEMININO,51,RJ,ATIVO PERMANENTE,ESTAVEL,1828.63,7128.18,0
FEMININO,34,RR,CONTRATO TEMPORARIO,NAO ESTAVEL,759.92,-65.44,1
FEMININO,84,PR,APOSENTADO,ESTAVEL,1633.18,10942.00,0
FEMININO,30,AM,ATIVO PERMANENTE,ESTAVEL,3925.58,-1863.15,1
FEMININO,30,AM,ATIVO PERMANENTE,ESTAVEL,5613.74,-2561.58,1
FEMININO,38,GO,ATIVO PERMANENTE,ESTAVEL,2157.74,7879.26,0
FEMININO,68,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,2057.38,-1221.80,1
MASCULINO,55,RJ,ATIVO PERMANENTE,ESTAVEL,3328.42,2374.08,1
MASCULINO,55,RJ,ATIVO PERMANENTE,ESTAVEL,5231.10,2540.08,1
MASCULINO,77,PA,APOSENTADO,ESTAVEL,1520.89,0.00,1
FEMININO,97,PR,APOSENTADO,ESTAVEL,206.06,6617.00,1
MASCULINO,52,RJ,ATIVO PERMANENTE,ESTAVEL,145.02,4360.98,0
MASCULINO,80,PA,APOSENTADO,ESTAVEL,764.95,15776.82,0
FEMININO,41,BA,ATIVO PERMANENTE,ESTAVEL,2390.37,0.00,1
FEMININO,75,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,3645.78,2103.08,1
FEMININO,39,RS,ATIVO PERMANENTE,ESTAVEL,132.32,5886.06,0
MASCULINO,39,RS,ATIVO PERMANENTE,ESTAVEL,6968.67,3623.43,1
FEMININO,83,DF,APOSENTADO,ESTAVEL,3719.12,8442.68,0
MASCULINO,37,GO,ATIVO PERMANENTE,ESTAVEL,2996.13,1119.00,1
FEMININO,53,RJ,ATIVO PERMANENTE,ESTAVEL,268.93,1373.57,0
FEMININO,53,RJ,ATIVO PERMANENTE,ESTAVEL,268.93,1467.98,0
MASCULINO,69,RJ,APOSENTADO,ESTAVEL,131.73,15587.34,0
FEMININO,88,PA,APOSENTADO,ESTAVEL,261.62,1867.70,1
FEMININO,88,PA,APOSENTADO,ESTAVEL,227.50,1914.78,1
FEMININO,88,PA,APOSENTADO,ESTAVEL,442.12,6118.74,1
FEMININO,88,PA,APOSENTADO,ESTAVEL,227.50,4100.32,1
FEMININO,87,PE,APOSENTADO,ESTAVEL,514.83,38080.40,1
FEMININO,87,PE,APOSENTADO,ESTAVEL,248.65,15251.52,1
MASCULINO,74,DF,APOSENTADO,ESTAVEL,2660.59,-5730.18,1
MASCULINO,74,DF,APOSENTADO,ESTAVEL,3227.35,15627.60,0
FEMININO,82,PA,APOSENTADO,ESTAVEL,4423.76,376.60,1
FEMININO,87,MG,BENEFICIARIO PENSAO,NAO ESTAVEL,1586.35,1926.96,1
FEMININO,87,MG,BENEFICIARIO PENSAO,NAO ESTAVEL,1557.77,2041.28,1
FEMININO,83,CE,APOSENTADO,ESTAVEL,497.32,5257.38,0
FEMININO,62,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,4630.60,-1800.00,1
MASCULINO,72,DF,BENEFICIARIO PENSAO,NAO ESTAVEL,4701.54,0.00,1
MASCULINO,38,MT,ATIVO PERMANENTE,ESTAVEL,293.54,9955.14,0
FEMININO,98,DF,APOSENTADO,ESTAVEL,438.54,6740.29,1
FEMININO,98,DF,BENEFICIARIO PENSAO,ESTAVEL,1811.46,3514.50,1
FEMININO,53,RJ,ATIVO PERMANENTE,ESTAVEL,6915.95,-6488.80,1
FEMININO,56,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,7608.26,-2642.72,1
FEMININO,56,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,7608.26,-1384.40,1
MASCULINO,80,DF,APOSENTADO,ESTAVEL,98.52,6911.12,0
MASCULINO,91,PE,APOSENTADO,ESTAVEL,1874.65,5150.68,1
FEMININO,91,BA,BENEFICIARIO PENSAO,NAO ESTAVEL,353.88,1500.06,1
MASCULINO,41,MG,ATIVO PERMANENTE,ESTAVEL,125.52,-149.75,1
MASCULINO,41,MG,ATIVO PERMANENTE,ESTAVEL,421.52,1366.41,0
FEMININO,80,SP,APOSENTADO,ESTAVEL,2127.78,135.32,1
FEMININO,80,SP,APOSENTADO,ESTAVEL,4255.56,357.54,1
MASCULINO,93,PR,APOSENTADO,ESTAVEL,641.58,3004.33,1
MASCULINO,84,BA,APOSENTADO,ESTAVEL,1612.88,219.88,1
MASCULINO,42,PR,ATIVO PERMANENTE,ESTAVEL,1570.76,5.39,1
MASCULINO,42,PR,ATIVO PERMANENTE,ESTAVEL,1648.95,412.72,1
FEMININO,81,PR,APOSENTADO,ESTAVEL,150.73,3596.04,0
FEMININO,81,PR,APOSENTADO,ESTAVEL,526.63,21143.15,0
FEMININO,82,MA,APOSENTADO,ESTAVEL,1639.20,6886.36,0
MASCULINO,70,SP,APOSENTADO,ESTAVEL,902.40,5515.56,0
FEMININO,58,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,504.20,104.44,1
MASCULINO,37,CE,CONTRATO TEMPORARIO,NAO ESTAVEL,540.00,-49.20,1
FEMININO,56,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,5651.45,-1101.44,1
FEMININO,39,DF,ATIVO PERMANENTE,ESTAVEL,1888.98,-819.88,1
MASCULINO,54,RJ,CEDIDO SUS LEI 8270,ESTAVEL,261.59,3076.88,0
MASCULINO,54,RJ,CEDIDO SUS LEI 8270,ESTAVEL,406.39,6392.16,0
FEMININO,52,SC,ATIVO PERMANENTE,ESTAVEL,48.02,1440.89,0
MASCULINO,81,DF,APOSENTADO,ESTAVEL,2389.79,-18456.96,1
MASCULINO,81,DF,APOSENTADO,ESTAVEL,1176.91,3442.32,0
MASCULINO,81,DF,APOSENTADO,ESTAVEL,1490.56,3478.32,0
FEMININO,72,GO,BENEFICIARIO PENSAO,NAO ESTAVEL,1590.05,-312.34,1
FEMININO,72,GO,BENEFICIARIO PENSAO,NAO ESTAVEL,137.09,1296.79,0
FEMININO,83,GO,APOSENTADO,ESTAVEL,1838.17,2686.90,0
FEMININO,83,GO,APOSENTADO,ESTAVEL,3346.50,10585.84,0
MASCULINO,91,PR,APOSENTADO,ESTAVEL,4245.49,3119.00,1
FEMININO,53,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,1971.18,-2219.40,1
MASCULINO,37,DF,ATIVO PERMANENTE,ESTAVEL,1544.95,4622.65,0
MASCULINO,37,DF,ATIVO PERMANENTE,ESTAVEL,1544.95,6024.69,0
MASCULINO,37,DF,ATIVO PERMANENTE,ESTAVEL,2474.98,6090.60,0
FEMININO,84,PA,APOSENTADO,ESTAVEL,232.02,6961.08,0
FEMININO,39,SE,ATIVO PERMANENTE,ESTAVEL,1122.18,8749.04,0
FEMININO,39,SE,ATIVO PERMANENTE,ESTAVEL,423.76,6799.56,0
MASCULINO,86,PI,APOSENTADO,ESTAVEL,3143.41,2225.72,1
MASCULINO,86,PI,APOSENTADO,ESTAVEL,6089.14,3538.98,1
FEMININO,38,RS,CELETISTA EMPREGADO,ESTAVEL,695.93,1772.68,0
MASCULINO,50,MG,ATIVO PERMANENTE,ESTAVEL,4126.34,18534.55,0
FEMININO,37,GO,ATIVO PERMANENTE,ESTAVEL,3333.00,130.14,1
FEMININO,32,AM,ATIVO PERMANENTE,ESTAVEL,1110.46,-90.64,1
FEMININO,32,AM,ATIVO PERMANENTE,ESTAVEL,1344.60,360.40,1
FEMININO,90,PE,APOSENTADO,ESTAVEL,1877.83,-410.29,1
FEMININO,90,PE,APOSENTADO,ESTAVEL,1949.85,12261.66,1
MASCULINO,53,RJ,APOSENTADO,ESTAVEL,2220.50,14866.24,0
MASCULINO,53,RJ,APOSENTADO,ESTAVEL,1493.62,7550.52,0
FEMININO,61,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,798.72,713.16,1
FEMININO,86,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,62.50,2464.56,1
FEMININO,38,DF,ATIVO PERMANENTE,ESTAVEL,891.48,3758.72,0
FEMININO,51,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,5209.62,-2363.20,1
FEMININO,51,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,5209.62,-466.90,1
FEMININO,92,SC,APOSENTADO,ESTAVEL,36.00,1184.26,1
FEMININO,92,SC,APOSENTADO,ESTAVEL,118.57,14400.72,1
MASCULINO,87,BA,APOSENTADO,ESTAVEL,61.72,3183.14,1
FEMININO,38,PR,ATIVO PERMANENTE,ESTAVEL,3834.22,-1229.22,1
MASCULINO,51,RJ,ATIVO PERMANENTE,ESTAVEL,7606.36,128.84,1
MASCULINO,76,SP,APOSENTADO,ESTAVEL,3175.40,8790.82,0
FEMININO,53,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,44.54,1668.92,0
FEMININO,84,DF,APOSENTADO,ESTAVEL,2221.22,5164.24,0
FEMININO,84,DF,APOSENTADO,NAO ESTAVEL,1467.36,645.53,1
FEMININO,84,DF,BENEFICIARIO PENSAO,ESTAVEL,3387.38,3740.94,1
FEMININO,84,DF,BENEFICIARIO PENSAO,NAO ESTAVEL,2934.72,1246.98,1
MASCULINO,53,RJ,APOSENTADO,ESTAVEL,1727.58,959.80,1
FEMININO,41,SE,CELETISTA EMPREGADO,ESTAVEL,1594.20,5913.21,0
FEMININO,82,MG,APOSENTADO,ESTAVEL,695.88,-2113.74,1
FEMININO,82,MG,APOSENTADO,ESTAVEL,337.94,1923.09,0
FEMININO,82,RS,APOSENTADO,ESTAVEL,2562.68,2487.66,1
MASCULINO,72,PA,APOSENTADO,ESTAVEL,11674.24,-14286.14,1
MASCULINO,72,PA,APOSENTADO,ESTAVEL,13274.34,-10885.14,1
MASCULINO,72,PA,ATIVO PERMANENTE,ESTAVEL,11163.68,-16300.02,1
MASCULINO,72,PA,ATIVO PERMANENTE,ESTAVEL,18091.46,-14076.00,1
MASCULINO,53,RJ,CEDIDO SUS LEI 8270,ESTAVEL,4302.71,-4343.84,1
MASCULINO,54,MG,ATIVO PERMANENTE,ESTAVEL,2947.85,2651.24,1
FEMININO,85,PE,APOSENTADO,ESTAVEL,9.66,472.31,1
MASCULINO,76,RS,APOSENTADO,ESTAVEL,3934.86,-459.42,1
MASCULINO,38,SP,ATIVO PERMANENTE,ESTAVEL,8113.00,-7018.11,1
MASCULINO,42,RS,CELETISTA EMPREGADO,ESTAVEL,856.91,1276.58,0
MASCULINO,42,RS,CELETISTA EMPREGADO,ESTAVEL,856.91,1720.75,0
FEMININO,53,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,681.50,8.08,1
FEMININO,73,SP,APOSENTADO,ESTAVEL,2938.20,-2289.90,1
FEMININO,85,PA,APOSENTADO,ESTAVEL,3862.86,3734.34,1
FEMININO,70,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,2929.32,-1338.72,1
FEMININO,51,RJ,ATIVO PERMANENTE,ESTAVEL,2639.66,661.38,1
MASCULINO,94,MG,APOSENTADO,ESTAVEL,46.00,14130.72,1
FEMININO,44,RN,BENEFICIARIO PENSAO,NAO ESTAVEL,2715.86,-383.90,1
MASCULINO,37,GO,ATIVO PERMANENTE,ESTAVEL,4948.66,6685.98,0
FEMININO,52,RJ,ATIVO PERMANENTE,ESTAVEL,3527.23,-9.10,1
MASCULINO,51,RJ,CEDIDO SUS LEI 8270,ESTAVEL,5114.84,-2934.00,1
MASCULINO,91,PE,APOSENTADO,ESTAVEL,8434.02,33770.40,1
MASCULINO,80,PA,APOSENTADO,ESTAVEL,191.14,5805.24,0
FEMININO,45,MG,ATIVO PERMANENTE,ESTAVEL,3074.31,1361.58,1
FEMININO,45,MG,ATIVO PERMANENTE,ESTAVEL,2666.10,1413.60,1
MASCULINO,37,GO,ATIVO PERMANENTE,ESTAVEL,5965.16,-2703.89,1
FEMININO,36,PI,CELETISTA EMPREGADO,ESTAVEL,1678.58,2610.26,0
FEMININO,36,PI,CELETISTA EMPREGADO,ESTAVEL,1678.58,2814.69,0
FEMININO,83,RJ,APOSENTADO,ESTAVEL,1761.79,1450.10,1
FEMININO,83,RJ,APOSENTADO,ESTAVEL,1305.59,1523.04,1
FEMININO,83,RJ,BENEFICIARIO PENSAO,ESTAVEL,3044.50,24121.65,0
FEMININO,79,PR,APOSENTADO,ESTAVEL,16.18,3942.24,0
FEMININO,83,MA,APOSENTADO,ESTAVEL,1676.90,189.25,1
FEMININO,83,MA,APOSENTADO,ESTAVEL,1676.90,3403.26,0
MASCULINO,88,DF,APOSENTADO,ESTAVEL,522.84,3422.70,1
FEMININO,86,PA,APOSENTADO,ESTAVEL,1496.69,5899.90,1
FEMININO,86,PA,APOSENTADO,ESTAVEL,1108.54,4943.12,1
FEMININO,86,PA,APOSENTADO,NAO ESTAVEL,315.64,1179.98,1
FEMININO,86,PA,APOSENTADO,NAO ESTAVEL,315.64,1235.78,1
FEMININO,86,PA,BENEFICIARIO PENSAO,ESTAVEL,2937.58,18938.50,1
FEMININO,86,PA,BENEFICIARIO PENSAO,NAO ESTAVEL,631.28,3787.70,1
FEMININO,70,MG,BENEFICIARIO PENSAO,NAO ESTAVEL,15402.74,10053.72,1
MASCULINO,53,RJ,CEDIDO SUS LEI 8270,ESTAVEL,3937.79,-8107.80,1
FEMININO,61,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,950.60,14.14,1
MASCULINO,35,DF,CELETISTA EMPREGADO,ESTAVEL,1738.56,3199.15,0
MASCULINO,35,DF,CELETISTA EMPREGADO,ESTAVEL,2549.67,3542.75,0
FEMININO,37,RS,ATIVO PERMANENTE,ESTAVEL,1770.47,14466.75,0
FEMININO,54,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,1405.81,-1504.98,1
FEMININO,91,PE,APOSENTADO,ESTAVEL,1435.35,3654.78,1
FEMININO,91,PE,APOSENTADO,ESTAVEL,1559.68,5641.80,1
FEMININO,91,AL,APOSENTADO,ESTAVEL,248.66,3440.48,1
MASCULINO,57,MG,BENEFICIARIO PENSAO,NAO ESTAVEL,96.49,2089.00,0
MASCULINO,57,MG,BENEFICIARIO PENSAO,NAO ESTAVEL,95.89,2090.20,0
FEMININO,38,GO,ATIVO PERMANENTE,ESTAVEL,4585.34,6644.72,0
FEMININO,36,TO,ATIVO PERMANENTE,ESTAVEL,2094.71,1445.32,1
FEMININO,45,DF,ATIVO PERMANENTE,ESTAVEL,777.00,7222.14,0
MASCULINO,88,DF,APOSENTADO,ESTAVEL,994.64,9945.16,1
MASCULINO,53,RJ,ATIVO PERMANENTE,ESTAVEL,986.01,3921.72,0
MASCULINO,53,RJ,ATIVO PERMANENTE,ESTAVEL,680.10,3799.46,0
MASCULINO,85,PR,APOSENTADO,ESTAVEL,110.16,3457.62,1
FEMININO,52,RJ,ATIVO PERMANENTE,ESTAVEL,2983.43,-4011.47,1
FEMININO,39,RS,ATIVO PERMANENTE,ESTAVEL,925.80,1767.36,0
MASCULINO,38,PI,ATIVO PERMANENTE,ESTAVEL,5609.70,-779.25,1
FEMININO,87,PA,APOSENTADO,ESTAVEL,2365.08,11450.81,1
FEMININO,86,PA,BENEFICIARIO PENSAO,ESTAVEL,229.16,5013.12,1
FEMININO,61,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,747.32,1264.20,0
FEMININO,78,PA,APOSENTADO,ESTAVEL,286.00,13475.36,0
MASCULINO,56,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,798.28,1019.48,1
MASCULINO,86,PA,APOSENTADO,ESTAVEL,320.38,24035.79,1
FEMININO,48,MG,ATIVO PERMANENTE,ESTAVEL,3135.45,-3543.84,1
FEMININO,55,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,563.20,944.28,0
FEMININO,52,RJ,CEDIDO SUS LEI 8270,ESTAVEL,2571.96,-2741.76,1
FEMININO,46,RN,ATIVO PERMANENTE,ESTAVEL,462.14,-814.59,1
FEMININO,46,RN,ATIVO PERMANENTE,ESTAVEL,1600.93,-1038.76,1
FEMININO,86,BA,APOSENTADO,ESTAVEL,5706.68,6535.92,1
MASCULINO,44,MG,ATIVO PERMANENTE,ESTAVEL,5166.78,-1655.60,1
FEMININO,57,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,897.81,-301.98,1
FEMININO,57,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,748.97,-204.00,1
FEMININO,40,BA,ATIVO PERMANENTE,ESTAVEL,886.93,16151.22,0
FEMININO,31,RR,ATIVO PERMANENTE,ESTAVEL,2421.25,1481.40,1
MASCULINO,46,MG,ATIVO PERMANENTE,ESTAVEL,2268.56,-287.42,1
FEMININO,94,BA,APOSENTADO,ESTAVEL,311.46,15176.02,1
FEMININO,94,BA,APOSENTADO,ESTAVEL,302.11,15194.72,1
FEMININO,87,PA,APOSENTADO,ESTAVEL,153.18,4515.66,1
MASCULINO,37,GO,ATIVO PERMANENTE,ESTAVEL,4578.56,-4618.92,1
FEMININO,72,RJ,ATIVO PERMANENTE,ESTAVEL,1958.76,-606.12,1
FEMININO,84,DF,APOSENTADO,ESTAVEL,371.33,4462.06,0
FEMININO,84,DF,APOSENTADO,ESTAVEL,371.33,4462.62,0
FEMININO,84,DF,APOSENTADO,NAO ESTAVEL,1693.29,13386.18,0
FEMININO,84,DF,APOSENTADO,NAO ESTAVEL,3003.32,8925.24,0
FEMININO,84,DF,BENEFICIARIO PENSAO,ESTAVEL,371.33,4083.58,0
FEMININO,84,DF,BENEFICIARIO PENSAO,ESTAVEL,371.33,4127.54,0
FEMININO,84,DF,BENEFICIARIO PENSAO,NAO ESTAVEL,1693.29,12250.74,0
FEMININO,84,DF,BENEFICIARIO PENSAO,NAO ESTAVEL,1649.99,12382.62,0
FEMININO,67,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,3049.56,-1463.52,1
FEMININO,54,RJ,ATIVO PERMANENTE,ESTAVEL,1999.08,1588.40,1
FEMININO,54,RJ,ATIVO PERMANENTE,ESTAVEL,2137.76,2361.30,1
MASCULINO,57,RJ,ATIVO PERMANENTE,ESTAVEL,1402.16,-1079.05,1
FEMININO,41,RS,CELETISTA EMPREGADO,ESTAVEL,1493.96,600.48,1
FEMININO,41,RS,CELETISTA EMPREGADO,ESTAVEL,1336.65,515.70,1
FEMININO,48,RN,ATIVO PERMANENTE,ESTAVEL,407.30,904.24,0
FEMININO,48,RN,ATIVO PERMANENTE,ESTAVEL,317.71,2338.02,0
FEMININO,45,MG,ATIVO PERMANENTE,ESTAVEL,1279.42,431.90,1
MASCULINO,46,MG,ATIVO PERMANENTE,ESTAVEL,810.29,0.00,1
FEMININO,96,PA,APOSENTADO,ESTAVEL,546.96,16408.83,1
FEMININO,64,MG,BENEFICIARIO PENSAO,NAO ESTAVEL,3278.60,4.40,1
FEMININO,42,SP,APOSENTADO,ESTAVEL,7669.82,818.24,1
MASCULINO,47,MG,ATIVO PERMANENTE,ESTAVEL,9596.61,-5328.00,1
MASCULINO,54,AM,ATIVO PERMANENTE,ESTAVEL,1050.24,-2585.02,1
MASCULINO,54,AM,ATIVO PERMANENTE,ESTAVEL,87.62,-283.92,1
MASCULINO,37,TO,ATIVO PERMANENTE,ESTAVEL,5313.27,-3716.93,1
MASCULINO,38,MT,ATIVO PERMANENTE,ESTAVEL,7503.62,22632.54,0
FEMININO,43,MG,ATIVO PERMANENTE,ESTAVEL,1592.45,833.76,1
FEMININO,85,BA,APOSENTADO,ESTAVEL,27.44,1029.07,1
MASCULINO,47,MG,ATIVO PERMANENTE,ESTAVEL,2969.35,-2001.06,1
FEMININO,98,PE,APOSENTADO,ESTAVEL,94.10,3380.28,1
FEMININO,98,PE,APOSENTADO,ESTAVEL,344.26,7171.28,1
MASCULINO,85,DF,APOSENTADO,ESTAVEL,1488.90,-1359.90,1
FEMININO,49,RN,BENEFICIARIO PENSAO,NAO ESTAVEL,585.20,253.20,1
MASCULINO,41,RS,ATIVO PERMANENTE,ESTAVEL,2201.55,792.86,1
FEMININO,89,BA,APOSENTADO,ESTAVEL,482.94,14487.96,1
FEMININO,80,PA,APOSENTADO,ESTAVEL,3584.50,27562.29,0
FEMININO,89,MA,APOSENTADO,ESTAVEL,497.32,5222.40,1
FEMININO,55,MG,BENEFICIARIO PENSAO,NAO ESTAVEL,2776.62,194.46,1
FEMININO,33,PA,BENEFICIARIO PENSAO,NAO ESTAVEL,3168.00,-174.42,1
MASCULINO,38,RS,ATIVO PERMANENTE,ESTAVEL,3287.08,7066.26,0
MASCULINO,85,PR,APOSENTADO,ESTAVEL,3466.53,2349.40,1
FEMININO,37,MA,CELETISTA EMPREGADO,ESTAVEL,1860.26,772.51,1
FEMININO,37,MA,CELETISTA EMPREGADO,ESTAVEL,1860.26,855.00,1
MASCULINO,88,PA,APOSENTADO,ESTAVEL,225.69,6771.06,1
FEMININO,37,MT,ATIVO PERMANENTE,ESTAVEL,2709.54,27370.31,0
FEMININO,37,MT,ATIVO PERMANENTE,ESTAVEL,1207.76,17329.26,0
MASCULINO,48,BA,ATIVO PERMANENTE,ESTAVEL,7857.90,-4289.74,1
FEMININO,65,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,44.00,1745.06,0
MASCULINO,82,DF,APOSENTADO,ESTAVEL,364.06,16057.74,0
MASCULINO,48,MG,ATIVO PERMANENTE,ESTAVEL,366.82,3140.58,0
FEMININO,83,RJ,APOSENTADO,ESTAVEL,3982.29,2300.96,1
MASCULINO,42,BA,ATIVO PERMANENTE,ESTAVEL,2726.22,-278.96,1
FEMININO,41,PA,ATIVO PERMANENTE,ESTAVEL,2264.64,6817.72,0
FEMININO,41,PA,ATIVO PERMANENTE,ESTAVEL,1021.17,5179.72,0
FEMININO,87,PA,APOSENTADO,ESTAVEL,143.40,4302.18,1
FEMININO,59,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,8527.76,-29334.72,1
MASCULINO,89,AL,APOSENTADO,ESTAVEL,6459.42,0.00,1
MASCULINO,38,CE,ATIVO PERMANENTE,ESTAVEL,2660.44,-670.60,1
MASCULINO,38,CE,ATIVO PERMANENTE,ESTAVEL,1139.04,1125.88,1
MASCULINO,92,DF,APOSENTADO,ESTAVEL,946.66,34628.32,1
MASCULINO,53,RJ,CEDIDO SUS LEI 8270,ESTAVEL,668.58,2072.16,0
MASCULINO,53,RJ,CEDIDO SUS LEI 8270,ESTAVEL,604.61,1036.68,0
FEMININO,53,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,932.55,1764.12,0
MASCULINO,85,RS,APOSENTADO,ESTAVEL,1323.46,5266.95,1
MASCULINO,54,RJ,CEDIDO SUS LEI 8270,ESTAVEL,3223.41,51.05,1
MASCULINO,54,RJ,CEDIDO SUS LEI 8270,ESTAVEL,1104.27,1779.28,0
MASCULINO,86,MG,APOSENTADO,ESTAVEL,349.67,18215.56,1
MASCULINO,86,MG,APOSENTADO,ESTAVEL,256.71,13723.98,1
FEMININO,43,RN,ATIVO PERMANENTE,ESTAVEL,651.41,85.62,1
FEMININO,43,RN,ATIVO PERMANENTE,ESTAVEL,780.08,218.43,1
FEMININO,45,DF,ATIVO PERMANENTE,ESTAVEL,5684.28,-5158.93,1
FEMININO,73,RS,BENEFICIARIO PENSAO,NAO ESTAVEL,175.55,5950.54,0
FEMININO,73,RS,BENEFICIARIO PENSAO,NAO ESTAVEL,174.77,5952.10,0
MASCULINO,41,BA,ATIVO PERMANENTE,ESTAVEL,6421.52,-14914.57,1
MASCULINO,80,BA,BENEFICIARIO PENSAO,NAO ESTAVEL,1780.74,1072.00,1
MASCULINO,54,RJ,ATIVO PERMANENTE,ESTAVEL,1394.54,-1999.10,1
FEMININO,58,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,4650.24,-4763.52,1
FEMININO,46,RJ,ATIVO PERMANENTE,ESTAVEL,7529.11,-1220.24,1
FEMININO,46,RJ,ATIVO PERMANENTE,ESTAVEL,11748.67,-1146.00,1
MASCULINO,28,DF,ATIVO PERMANENTE,ESTAVEL,4858.76,-424.52,1
FEMININO,79,SP,APOSENTADO,ESTAVEL,2942.05,3263.95,1
FEMININO,51,DF,ATIVO PERMANENTE,ESTAVEL,3960.06,-2267.10,1
MASCULINO,36,MS,ATIVO PERMANENTE,ESTAVEL,3501.62,289.53,1
MASCULINO,36,MS,ATIVO PERMANENTE,ESTAVEL,6503.21,636.15,1
MASCULINO,88,PA,APOSENTADO,ESTAVEL,217.82,-287.28,1
